Complaint_ID,Customer_ID,Complaint_Type,Priority,Created_Date,Closed_Date,TAT_Hours,Status
CMP00693,C100210,Gas Leakage,High,2025-08-02,,,Pending
CMP00694,C100175,Low Pressure,Medium,2025-05-25,2025-05-25,10.43,Closed
CMP00695,C100605,Meter Issue,Low,2025-11-09,,,Pending
CMP00696,C100771,No Gas Supply,Medium,2025-06-27,2025-06-27,2.25,Closed
CMP00697,C100126,Billing Issue,Low,2025-06-11,2025-06-13,57.22,Closed
CMP00698,C100865,Billing Issue,Low,2025-05-15,2025-05-20,143.51,Closed
CMP00699,C100712,Low Pressure,Low,2025-06-06,2025-06-06,7.04,Closed
CMP00700,C100457,Billing Issue,Low,2025-03-09,2025-03-10,37.95,Closed
CMP00701,C100716,Billing Issue,Medium,2025-12-30,2026-01-04,129.55,Closed
CMP00702,C100110,Gas Leakage,High,2025-04-04,2025-04-04,1.77,Closed
CMP00703,C100559,Gas Leakage,High,2025-08-14,,,Pending
CMP00704,C100165,Billing Issue,Medium,2025-12-24,2025-12-26,57.34,Closed
CMP00705,C100956,No Gas Supply,Low,2025-09-04,2025-09-04,1.87,Closed
CMP00706,C100115,Gas Leakage,High,2025-10-12,2025-10-12,2.98,Closed
CMP00707,C100108,Meter Issue,Medium,2025-07-01,2025-07-02,47.97,Closed
CMP00708,C100456,Gas Leakage,High,2025-05-14,2025-05-14,1.9,Closed
CMP00709,C100650,Billing Issue,Medium,2025-06-04,,,Pending
CMP00710,C100108,Gas Leakage,High,2025-09-26,,,Pending
CMP00711,C100292,Billing Issue,Low,2025-02-25,2025-03-02,127.67,Closed
CMP00712,C100228,Low Pressure,Low,2025-10-23,2025-10-23,21.04,Closed
CMP00713,C100763,No Gas Supply,Medium,2025-08-06,2025-08-06,2.08,Closed
CMP00714,C100519,Meter Issue,Medium,2025-05-23,,,Pending
CMP00715,C100948,Billing Issue,Low,2025-07-27,,,Pending
CMP00716,C100907,Meter Issue,Low,2025-01-15,2025-01-17,55.1,Closed
CMP00717,C100207,Low Pressure,Medium,2025-05-03,2025-05-03,5.61,Closed
CMP00718,C100637,No Gas Supply,Medium,2025-12-18,,,Pending
CMP00719,C100694,Billing Issue,Medium,2025-03-04,2025-03-06,64.88,Closed
CMP00720,C100386,No Gas Supply,Medium,2025-11-01,2025-11-01,2.15,Closed
CMP00721,C100889,Meter Issue,Low,2025-07-25,,,Pending
CMP00722,C100856,Meter Issue,Medium,2025-12-17,2025-12-22,133.49,Closed
CMP00723,C100608,Gas Leakage,High,2025-04-02,2025-04-02,1.47,Closed
CMP00724,C100956,Gas Leakage,High,2025-08-17,,,Pending
CMP00725,C100837,Gas Leakage,High,2025-06-20,2025-06-20,2.42,Closed
CMP00726,C100074,Meter Issue,Medium,2025-10-17,2025-10-22,129.05,Closed
CMP00727,C100600,Meter Issue,Low,2025-08-29,2025-08-30,28.97,Closed
CMP00728,C100569,Gas Leakage,High,2025-04-22,2025-04-22,0.5,Closed
CMP00729,C100730,Gas Leakage,High,2025-06-23,2025-06-23,0.67,Closed
CMP00730,C100461,Billing Issue,Medium,2025-11-11,2025-11-16,136.83,Closed
CMP00731,C100881,Billing Issue,Low,2025-06-30,2025-07-02,49.43,Closed
CMP00732,C100964,Billing Issue,Low,2025-09-07,2025-09-13,164.32,Closed
CMP00733,C100002,Meter Issue,Low,2025-08-24,,,Pending
CMP00734,C100481,Low Pressure,Low,2025-09-12,2025-09-12,11.75,Closed
CMP00735,C100730,No Gas Supply,Medium,2025-06-26,,,Pending
CMP00736,C100316,Meter Issue,Medium,2025-05-12,2025-05-13,29.38,Closed
CMP00737,C100297,Gas Leakage,High,2025-02-11,2025-02-11,1.52,Closed
CMP00738,C100750,Gas Leakage,High,2025-03-06,2025-03-06,2.29,Closed
CMP00739,C100394,No Gas Supply,Medium,2025-11-03,2025-11-03,2.11,Closed
CMP00740,C100742,Low Pressure,Medium,2025-12-18,,,Pending
CMP00741,C100357,Gas Leakage,High,2025-03-30,,,Pending
CMP00742,C100461,Billing Issue,Medium,2025-10-05,2025-10-10,129.31,Closed
CMP00743,C100991,Billing Issue,Low,2025-08-26,2025-08-28,56.87,Closed
CMP00744,C100054,Low Pressure,Low,2025-12-15,2025-12-15,15.72,Closed
CMP00745,C100946,Gas Leakage,High,2025-04-28,,,Pending
CMP00746,C100315,Gas Leakage,High,2025-09-27,,,Pending
CMP00747,C100777,Meter Issue,Low,2025-10-22,2025-10-24,49.14,Closed
CMP00748,C100545,No Gas Supply,Low,2025-12-19,2025-12-19,2.87,Closed
CMP00749,C100377,Billing Issue,Medium,2025-06-23,,,Pending
CMP00750,C100936,No Gas Supply,Low,2025-06-18,2025-06-18,2.67,Closed
CMP00751,C100720,No Gas Supply,Low,2025-11-01,,,Pending
CMP00752,C100617,Low Pressure,Medium,2025-01-09,2025-01-09,14.56,Closed
CMP00753,C100057,Low Pressure,Low,2025-08-20,,,Pending
CMP00754,C100338,Low Pressure,Medium,2025-06-29,2025-06-29,22.77,Closed
CMP00755,C100526,Low Pressure,Medium,2025-08-21,,,Pending
CMP00756,C100246,Gas Leakage,High,2025-06-21,,,Pending
CMP00757,C100632,Billing Issue,Low,2025-11-19,2025-11-20,32.55,Closed
CMP00758,C100702,Meter Issue,Low,2025-12-08,2025-12-12,117.03,Closed
CMP00759,C100160,Gas Leakage,High,2025-10-16,,,Pending
CMP00760,C100364,Gas Leakage,High,2025-08-07,,,Pending
CMP00761,C100554,Gas Leakage,High,2025-06-11,2025-06-11,1.79,Closed
CMP00762,C100756,Billing Issue,Low,2025-02-17,2025-02-20,92.99,Closed
CMP00763,C100149,Low Pressure,Low,2025-11-08,2025-11-08,9.02,Closed
CMP00764,C100095,Billing Issue,Low,2025-06-18,,,Pending
CMP00765,C100286,Low Pressure,Low,2025-07-18,2025-07-18,14.91,Closed
CMP00766,C100180,Low Pressure,Medium,2025-11-21,,,Pending
CMP00767,C100713,Gas Leakage,High,2025-01-13,2025-01-13,2.32,Closed
CMP00768,C100956,No Gas Supply,Medium,2025-08-20,,,Pending
CMP00769,C100921,Gas Leakage,High,2025-07-05,2025-07-05,2.39,Closed
CMP00770,C100568,Billing Issue,Medium,2025-09-21,2025-09-24,77.95,Closed
CMP00771,C100751,Meter Issue,Low,2025-12-26,2025-12-27,25.28,Closed
CMP00772,C100391,Gas Leakage,High,2025-06-29,2025-06-29,2.35,Closed
CMP00773,C100603,Meter Issue,Low,2025-05-14,2025-05-16,57.85,Closed
CMP00774,C100266,Meter Issue,Low,2025-09-07,,,Pending
CMP00775,C100808,Billing Issue,Medium,2025-04-28,2025-05-04,166.05,Closed
CMP00776,C100205,Billing Issue,Low,2025-08-30,2025-09-03,100.44,Closed
CMP00777,C100914,No Gas Supply,Low,2025-02-10,2025-02-10,2.53,Closed
CMP00778,C100779,Meter Issue,Medium,2025-10-16,,,Pending
CMP00779,C100660,Billing Issue,Low,2025-10-16,2025-10-17,29.59,Closed
CMP00780,C100750,Billing Issue,Low,2025-07-06,2025-07-08,53.65,Closed
CMP00781,C100374,Billing Issue,Low,2025-01-01,,,Pending
CMP00782,C100393,No Gas Supply,Medium,2025-06-25,2025-06-25,2.3,Closed
CMP00783,C100385,Meter Issue,Low,2025-07-10,2025-07-11,34.69,Closed
CMP00784,C100365,No Gas Supply,Low,2025-07-07,2025-07-07,1.83,Closed
CMP00785,C100150,Meter Issue,Medium,2025-01-03,2025-01-09,148.53,Closed
CMP00786,C100621,Gas Leakage,High,2025-04-01,2025-04-01,2.73,Closed
CMP00787,C100812,Low Pressure,Low,2025-07-01,2025-07-01,20.83,Closed
CMP00788,C100721,Low Pressure,Low,2025-02-03,2025-02-03,10.27,Closed
CMP00789,C100881,No Gas Supply,Medium,2025-04-22,2025-04-22,2.66,Closed
CMP00790,C100758,No Gas Supply,Low,2025-08-20,2025-08-20,1.69,Closed
CMP00791,C100412,Billing Issue,Low,2025-12-26,,,Pending
CMP00792,C100282,Low Pressure,Medium,2025-01-04,2025-01-04,16.15,Closed
CMP00793,C100108,Meter Issue,Medium,2025-07-21,,,Pending
CMP00794,C100884,No Gas Supply,Medium,2025-04-12,,,Pending
CMP00795,C100125,Billing Issue,Medium,2025-06-19,2025-06-23,100.64,Closed
CMP00796,C100802,Low Pressure,Low,2025-06-23,2025-06-23,12.61,Closed
CMP00797,C100084,Billing Issue,Medium,2025-03-14,2025-03-16,61.03,Closed
CMP00798,C100946,Meter Issue,Low,2025-12-29,2026-01-04,164.12,Closed
CMP00799,C100656,Meter Issue,Medium,2025-01-12,,,Pending
CMP00800,C100742,Gas Leakage,High,2025-05-16,2025-05-16,1.84,Closed
CMP00801,C100824,No Gas Supply,Medium,2025-03-10,2025-03-10,1.91,Closed
CMP00802,C100726,Low Pressure,Low,2025-12-03,2025-12-03,11.6,Closed
CMP00803,C100804,No Gas Supply,Low,2025-03-16,2025-03-16,1.77,Closed
CMP00804,C100497,No Gas Supply,Low,2025-11-16,2025-11-16,1.35,Closed
CMP00805,C100365,Billing Issue,Low,2025-02-02,2025-02-03,35.12,Closed
CMP00806,C100102,Low Pressure,Low,2025-04-01,2025-04-01,12.58,Closed
CMP00807,C100584,Low Pressure,Low,2025-10-03,2025-10-03,19.87,Closed
CMP00808,C100483,No Gas Supply,Medium,2025-09-17,2025-09-17,2.93,Closed
CMP00809,C100678,Meter Issue,Low,2025-12-18,2025-12-23,139.92,Closed
CMP00810,C100286,Meter Issue,Medium,2025-06-06,2025-06-08,63.2,Closed
CMP00811,C100304,No Gas Supply,Medium,2025-01-18,2025-01-18,1.78,Closed
CMP00812,C100113,Low Pressure,Medium,2025-02-01,2025-02-01,14.4,Closed
CMP00813,C100049,Meter Issue,Medium,2025-03-31,,,Pending
CMP00814,C100835,Gas Leakage,High,2025-10-19,2025-10-19,2.42,Closed
CMP00815,C100863,No Gas Supply,Medium,2025-12-27,,,Pending
CMP00816,C100177,Low Pressure,Medium,2025-12-12,2025-12-12,5.28,Closed
CMP00817,C100404,Meter Issue,Low,2025-10-12,2025-10-18,162.38,Closed
CMP00818,C100537,Meter Issue,Low,2025-09-06,,,Pending
CMP00819,C100650,Billing Issue,Low,2025-03-22,2025-03-24,52.93,Closed
CMP00820,C100110,Billing Issue,Medium,2025-06-02,2025-06-05,83.15,Closed
CMP00821,C100630,Billing Issue,Low,2025-05-26,2025-05-27,36.08,Closed
CMP00822,C100095,Low Pressure,Low,2025-06-05,2025-06-05,5.99,Closed
CMP00823,C100974,No Gas Supply,Medium,2025-03-30,2025-03-30,1.67,Closed
CMP00824,C100113,Gas Leakage,High,2025-12-31,,,Pending
CMP00825,C100353,Gas Leakage,High,2025-07-08,2025-07-08,2.59,Closed
CMP00826,C100980,Billing Issue,Low,2025-05-19,2025-05-22,77.82,Closed
CMP00827,C100293,No Gas Supply,Low,2025-05-21,2025-05-21,2.89,Closed
CMP00828,C100697,Billing Issue,Low,2025-07-09,2025-07-12,94.3,Closed
CMP00829,C100343,Gas Leakage,High,2025-10-02,2025-10-02,1.95,Closed
CMP00830,C100341,Billing Issue,Medium,2025-12-12,2025-12-14,48.55,Closed
CMP00831,C100926,Meter Issue,Medium,2025-08-24,2025-08-28,108.11,Closed
CMP00832,C100063,Low Pressure,Low,2025-07-07,2025-07-07,13.17,Closed
CMP00833,C100084,No Gas Supply,Medium,2025-10-27,2025-10-27,1.1,Closed
CMP00834,C100659,Gas Leakage,High,2025-03-24,2025-03-24,1.88,Closed
CMP00835,C100563,Gas Leakage,High,2025-09-17,2025-09-17,0.85,Closed
CMP00836,C100031,No Gas Supply,Medium,2025-06-09,,,Pending
CMP00837,C100067,Meter Issue,Low,2025-08-23,2025-08-29,166.0,Closed
CMP00838,C100599,Billing Issue,Low,2025-01-25,2025-01-31,162.62,Closed
CMP00839,C100427,Low Pressure,Medium,2025-10-31,2025-10-31,5.78,Closed
CMP00840,C100977,Meter Issue,Low,2025-07-19,,,Pending
CMP00841,C100793,Gas Leakage,High,2025-02-14,,,Pending
CMP00842,C100176,Low Pressure,Medium,2025-09-09,2025-09-09,21.7,Closed
CMP00843,C100740,Gas Leakage,High,2025-05-12,2025-05-12,1.34,Closed
CMP00844,C100106,No Gas Supply,Low,2025-07-05,2025-07-05,2.69,Closed
CMP00845,C100427,Meter Issue,Medium,2025-08-02,2025-08-03,44.6,Closed
CMP00846,C100896,No Gas Supply,Medium,2025-01-03,,,Pending
CMP00847,C100403,Low Pressure,Medium,2025-06-08,2025-06-08,12.5,Closed
CMP00848,C100760,Billing Issue,Low,2025-03-07,,,Pending
CMP00849,C100704,Meter Issue,Medium,2025-12-25,,,Pending
CMP00850,C100487,Gas Leakage,High,2025-08-16,2025-08-16,0.69,Closed
CMP00851,C100072,Low Pressure,Low,2025-02-28,2025-02-28,15.87,Closed
CMP00852,C100081,Meter Issue,Low,2025-10-14,2025-10-15,46.95,Closed
CMP00853,C100632,Gas Leakage,High,2025-09-16,2025-09-16,2.91,Closed
CMP00854,C100250,Meter Issue,Low,2025-06-04,2025-06-10,165.97,Closed
CMP00855,C100695,Gas Leakage,High,2025-01-31,,,Pending
CMP00856,C100700,No Gas Supply,Medium,2025-09-16,2025-09-16,2.36,Closed
CMP00857,C100601,Low Pressure,Medium,2025-08-17,2025-08-17,19.85,Closed
CMP00858,C100632,Low Pressure,Medium,2025-12-07,,,Pending
CMP00859,C100280,Billing Issue,Medium,2025-10-08,2025-10-11,74.64,Closed
CMP00860,C100345,Billing Issue,Low,2025-08-31,2025-09-03,86.49,Closed
CMP00861,C100104,No Gas Supply,Medium,2025-09-11,2025-09-11,1.45,Closed
CMP00862,C100880,Billing Issue,Medium,2025-01-03,,,Pending
CMP00863,C100981,No Gas Supply,Low,2025-05-02,,,Pending
CMP00864,C100973,Low Pressure,Low,2025-02-21,2025-02-21,9.48,Closed
CMP00865,C100648,Billing Issue,Medium,2025-03-13,2025-03-15,53.86,Closed
CMP00866,C100325,Meter Issue,Medium,2025-07-19,2025-07-24,124.88,Closed
CMP00867,C100359,No Gas Supply,Low,2025-04-26,2025-04-26,2.41,Closed
CMP00868,C100421,Meter Issue,Low,2025-11-10,2025-11-11,36.87,Closed
CMP00869,C100324,Billing Issue,Low,2025-05-24,2025-05-27,89.95,Closed
CMP00870,C100569,No Gas Supply,Low,2025-03-05,2025-03-05,1.66,Closed
CMP00871,C100834,No Gas Supply,Low,2025-11-14,,,Pending
CMP00872,C100994,No Gas Supply,Medium,2025-12-12,2025-12-12,1.72,Closed
CMP00873,C100453,Billing Issue,Medium,2025-08-20,2025-08-25,143.14,Closed
CMP00874,C100621,No Gas Supply,Medium,2025-03-18,2025-03-18,1.74,Closed
CMP00875,C100372,No Gas Supply,Low,2025-03-21,2025-03-21,2.28,Closed
CMP00876,C100673,Low Pressure,Low,2025-07-17,,,Pending
CMP00877,C100443,Low Pressure,Medium,2025-03-06,2025-03-06,14.72,Closed
CMP00878,C100238,Billing Issue,Low,2025-03-19,2025-03-23,98.37,Closed
CMP00879,C100480,Gas Leakage,High,2025-07-13,2025-07-13,1.08,Closed
CMP00880,C100460,Meter Issue,Medium,2025-03-18,2025-03-22,111.88,Closed
CMP00881,C100923,Gas Leakage,High,2025-09-11,2025-09-11,1.2,Closed
CMP00882,C100460,No Gas Supply,Medium,2025-03-26,2025-03-26,1.3,Closed
CMP00883,C100265,Gas Leakage,High,2025-03-19,2025-03-19,0.64,Closed
CMP00884,C100989,Meter Issue,Medium,2025-07-16,2025-07-21,122.26,Closed
CMP00885,C100334,Meter Issue,Medium,2025-07-24,2025-07-26,51.39,Closed
CMP00886,C100980,Low Pressure,Medium,2025-06-10,2025-06-10,13.32,Closed
CMP00887,C100704,Low Pressure,Low,2025-02-21,2025-02-21,13.9,Closed
CMP00888,C100731,No Gas Supply,Medium,2025-06-02,,,Pending
CMP00889,C100679,Gas Leakage,High,2025-11-02,2025-11-02,1.27,Closed
CMP00890,C100787,Gas Leakage,High,2025-05-29,2025-05-29,1.21,Closed
CMP00891,C100765,No Gas Supply,Low,2025-05-02,2025-05-02,2.84,Closed
CMP00892,C100203,No Gas Supply,Medium,2025-12-14,,,Pending
CMP00893,C100815,Meter Issue,Medium,2025-05-25,2025-05-30,125.43,Closed
CMP00894,C100266,Low Pressure,Medium,2025-05-03,2025-05-03,15.03,Closed
CMP00895,C100122,No Gas Supply,Low,2025-04-04,2025-04-04,1.04,Closed
CMP00896,C100588,No Gas Supply,Medium,2025-06-03,2025-06-03,2.98,Closed
CMP00897,C100071,Low Pressure,Medium,2025-03-03,2025-03-03,10.71,Closed
CMP00898,C100457,Meter Issue,Low,2025-02-11,2025-02-14,85.36,Closed
CMP00899,C100204,No Gas Supply,Low,2025-01-18,2025-01-18,2.99,Closed
CMP00900,C100833,Gas Leakage,High,2025-12-25,2025-12-25,0.77,Closed
CMP00901,C100441,Low Pressure,Medium,2025-09-18,2025-09-18,6.25,Closed
CMP00902,C100313,Billing Issue,Low,2025-02-04,,,Pending
CMP00903,C100157,Low Pressure,Low,2025-03-10,2025-03-10,12.41,Closed
CMP00904,C100722,Gas Leakage,High,2025-07-01,2025-07-01,2.86,Closed
CMP00905,C100209,Gas Leakage,High,2025-02-11,,,Pending
CMP00906,C100133,No Gas Supply,Medium,2025-10-24,2025-10-24,2.59,Closed
CMP00907,C100341,No Gas Supply,Medium,2025-01-23,2025-01-23,2.66,Closed
CMP00908,C100506,No Gas Supply,Medium,2025-12-27,2025-12-27,2.65,Closed
CMP00909,C100376,No Gas Supply,Medium,2025-12-04,,,Pending
CMP00910,C100783,Meter Issue,Medium,2025-08-25,2025-08-31,153.97,Closed
CMP00911,C100486,No Gas Supply,Low,2025-09-25,,,Pending
CMP00912,C100250,Billing Issue,Medium,2025-09-15,2025-09-16,41.6,Closed
CMP00913,C100654,No Gas Supply,Low,2025-06-21,2025-06-21,2.45,Closed
CMP00914,C100143,No Gas Supply,Low,2025-05-22,2025-05-22,2.3,Closed
CMP00915,C100485,Billing Issue,Low,2025-03-15,2025-03-21,145.48,Closed
CMP00916,C100921,No Gas Supply,Medium,2025-10-19,2025-10-19,1.21,Closed
CMP00917,C100268,Low Pressure,Medium,2025-02-23,2025-02-23,14.75,Closed
CMP00918,C100395,Low Pressure,Low,2025-01-10,,,Pending
CMP00919,C100558,Meter Issue,Low,2025-09-17,,,Pending
CMP00920,C100659,Meter Issue,Low,2025-11-28,,,Pending
CMP00921,C100400,No Gas Supply,Low,2025-04-05,,,Pending
CMP00922,C100642,Billing Issue,Low,2025-03-22,2025-03-23,31.13,Closed
CMP00923,C100911,Gas Leakage,High,2025-12-12,2025-12-12,1.38,Closed
CMP00924,C100383,No Gas Supply,Low,2025-12-15,2025-12-15,2.07,Closed
CMP00925,C100550,Billing Issue,Medium,2025-06-21,2025-06-26,134.37,Closed
CMP00926,C100423,Billing Issue,Low,2025-01-27,2025-01-29,56.73,Closed
CMP00927,C100065,Meter Issue,Medium,2025-07-19,2025-07-21,55.77,Closed
CMP00928,C100755,No Gas Supply,Low,2025-11-10,2025-11-10,1.34,Closed
CMP00929,C100677,Meter Issue,Low,2025-11-03,,,Pending
CMP00930,C100445,Gas Leakage,High,2025-01-17,2025-01-17,1.04,Closed
CMP00931,C100172,Low Pressure,Medium,2025-09-04,2025-09-04,15.34,Closed
CMP00932,C100351,Meter Issue,Medium,2025-04-15,2025-04-19,113.47,Closed
CMP00933,C100718,Low Pressure,Low,2025-08-20,,,Pending
CMP00934,C100320,Meter Issue,Medium,2025-12-02,2025-12-05,81.37,Closed
CMP00935,C100280,Billing Issue,Low,2025-01-21,2025-01-26,124.83,Closed
CMP00936,C100518,Meter Issue,Medium,2025-04-21,2025-04-22,42.48,Closed
CMP00937,C100338,Low Pressure,Low,2025-02-21,2025-02-21,14.36,Closed
CMP00938,C100797,Billing Issue,Low,2025-06-01,,,Pending
CMP00939,C100310,Billing Issue,Medium,2025-01-28,2025-01-29,41.32,Closed
CMP00940,C100152,Gas Leakage,High,2025-08-12,2025-08-12,0.54,Closed
CMP00941,C100677,No Gas Supply,Medium,2025-09-10,2025-09-10,2.16,Closed
CMP00942,C100851,Billing Issue,Medium,2025-08-21,2025-08-22,28.88,Closed
CMP00943,C100094,No Gas Supply,Medium,2025-04-10,,,Pending
CMP00944,C100623,Billing Issue,Low,2025-10-09,2025-10-15,152.95,Closed
CMP00945,C100379,Billing Issue,Medium,2025-07-25,2025-07-29,99.93,Closed
CMP00946,C100532,Gas Leakage,High,2025-12-20,2025-12-20,2.82,Closed
CMP00947,C100600,Meter Issue,Low,2025-02-13,,,Pending
CMP00948,C100827,Gas Leakage,High,2025-07-03,,,Pending
CMP00949,C100748,Low Pressure,Low,2025-08-12,2025-08-12,13.96,Closed
CMP00950,C100432,No Gas Supply,Medium,2025-01-27,,,Pending
CMP00951,C100485,Billing Issue,Low,2025-12-24,2025-12-29,128.09,Closed
CMP00952,C100729,No Gas Supply,Medium,2025-04-25,2025-04-25,2.12,Closed
CMP00953,C100647,Gas Leakage,High,2025-08-02,2025-08-02,0.8,Closed
CMP00954,C100676,Meter Issue,Medium,2025-07-16,,,Pending
CMP00955,C100346,No Gas Supply,Medium,2025-03-19,2025-03-19,1.38,Closed
CMP00956,C100138,Low Pressure,Low,2025-10-31,2025-10-31,10.48,Closed
CMP00957,C100951,Billing Issue,Medium,2025-12-19,2025-12-20,43.72,Closed
CMP00958,C100480,Gas Leakage,High,2025-08-27,2025-08-27,2.08,Closed
CMP00959,C100420,Gas Leakage,High,2025-07-22,,,Pending
CMP00960,C100257,Meter Issue,Low,2025-12-11,2025-12-13,53.46,Closed
CMP00961,C100793,Gas Leakage,High,2025-12-14,2025-12-14,0.7,Closed
CMP00962,C100931,Gas Leakage,High,2025-07-19,2025-07-19,2.67,Closed
CMP00963,C100196,No Gas Supply,Medium,2025-08-01,,,Pending
CMP00964,C100315,Billing Issue,Medium,2025-08-18,2025-08-24,157.08,Closed
CMP00965,C100717,Low Pressure,Medium,2025-08-22,2025-08-22,21.88,Closed
CMP00966,C100569,Meter Issue,Medium,2025-08-27,,,Pending
CMP00967,C100780,Low Pressure,Low,2025-07-16,2025-07-16,13.06,Closed
CMP00968,C100064,Low Pressure,Low,2025-03-13,2025-03-13,9.03,Closed
CMP00969,C100650,Billing Issue,Medium,2025-07-11,,,Pending
CMP00970,C100639,No Gas Supply,Medium,2025-12-20,2025-12-20,1.75,Closed
CMP00971,C100500,Gas Leakage,High,2025-04-11,2025-04-11,1.17,Closed
CMP00972,C100285,Billing Issue,Low,2025-07-12,2025-07-18,159.97,Closed
CMP00973,C100176,Billing Issue,Low,2025-11-12,,,Pending
CMP00974,C100052,Low Pressure,Low,2025-02-26,2025-02-26,18.82,Closed
CMP00975,C100961,No Gas Supply,Medium,2025-12-18,2025-12-18,2.25,Closed
CMP00976,C100568,No Gas Supply,Low,2025-07-04,2025-07-04,1.54,Closed
CMP00977,C100793,Billing Issue,Low,2025-02-18,2025-02-19,24.12,Closed
CMP00978,C100161,Gas Leakage,High,2025-07-01,2025-07-01,1.78,Closed
CMP00979,C100355,Meter Issue,Low,2025-12-07,,,Pending
CMP00980,C100443,Billing Issue,Medium,2025-08-12,2025-08-17,120.15,Closed
CMP00981,C100157,No Gas Supply,Low,2025-11-04,2025-11-04,2.86,Closed
CMP00982,C100893,Low Pressure,Medium,2025-08-10,2025-08-10,10.9,Closed
CMP00983,C100457,Gas Leakage,High,2025-09-07,2025-09-07,0.6,Closed
CMP00984,C100792,Billing Issue,Medium,2025-03-21,2025-03-22,34.77,Closed
CMP00985,C100544,Gas Leakage,High,2025-04-22,2025-04-22,2.42,Closed
CMP00986,C100636,Billing Issue,Medium,2025-10-30,2025-10-31,47.86,Closed
CMP00987,C100487,Gas Leakage,High,2025-11-26,,,Pending
CMP00988,C100626,No Gas Supply,Low,2025-11-11,2025-11-11,2.06,Closed
CMP00989,C100603,Gas Leakage,High,2025-04-01,2025-04-01,1.67,Closed
CMP00990,C100003,Gas Leakage,High,2025-07-18,2025-07-18,0.94,Closed
CMP00991,C100610,No Gas Supply,Low,2025-03-10,2025-03-10,2.29,Closed
CMP00992,C100135,Gas Leakage,High,2025-09-03,2025-09-03,1.02,Closed
CMP00993,C100072,Low Pressure,Medium,2025-06-07,2025-06-07,17.29,Closed
CMP00994,C100066,Low Pressure,Medium,2025-04-27,2025-04-27,11.79,Closed
CMP00995,C100800,No Gas Supply,Medium,2025-09-06,2025-09-06,1.3,Closed
CMP00996,C100009,Meter Issue,Medium,2025-03-03,2025-03-07,104.88,Closed
CMP00997,C100399,No Gas Supply,Medium,2025-02-25,,,Pending
CMP00998,C100090,Meter Issue,Low,2025-04-27,2025-04-30,95.93,Closed
CMP00999,C100786,Gas Leakage,High,2025-03-02,2025-03-02,2.21,Closed
CMP01000,C100464,Meter Issue,Medium,2025-09-09,,,Pending
CMP01001,C100584,Meter Issue,Medium,2025-02-04,,,Pending
CMP01002,C100107,Gas Leakage,High,2025-11-25,,,Pending
CMP01003,C100921,Low Pressure,Low,2025-03-30,2025-03-30,4.41,Closed
CMP01004,C100226,Meter Issue,Medium,2025-05-04,2025-05-06,65.03,Closed
CMP01005,C100933,Billing Issue,Medium,2025-07-28,2025-08-03,166.96,Closed
CMP01006,C100787,Billing Issue,Low,2025-12-19,2025-12-24,142.76,Closed
CMP01007,C100198,Billing Issue,Low,2025-10-13,2025-10-17,99.18,Closed
CMP01008,C100056,Billing Issue,Low,2025-09-15,2025-09-17,68.59,Closed
CMP01009,C100507,Meter Issue,Low,2025-01-14,2025-01-15,46.64,Closed
CMP01010,C100449,Billing Issue,Medium,2025-07-09,,,Pending
CMP01011,C100126,Billing Issue,Medium,2025-04-04,2025-04-09,128.15,Closed
CMP01012,C100657,Low Pressure,Low,2025-12-17,,,Pending
CMP01013,C100498,Meter Issue,Low,2025-07-14,2025-07-20,161.83,Closed
CMP01014,C100155,Billing Issue,Low,2025-06-27,2025-07-02,125.97,Closed
CMP01015,C100130,Gas Leakage,High,2025-10-03,2025-10-03,0.88,Closed
CMP01016,C100425,Billing Issue,Low,2025-03-11,2025-03-12,36.43,Closed
CMP01017,C100876,Meter Issue,Medium,2025-01-05,2025-01-07,51.6,Closed
CMP01018,C100363,No Gas Supply,Medium,2025-08-18,2025-08-18,2.12,Closed
CMP01019,C100997,Billing Issue,Medium,2025-07-12,2025-07-13,36.26,Closed
CMP01020,C100536,Meter Issue,Low,2025-09-08,,,Pending
CMP01021,C100305,Low Pressure,Medium,2025-06-01,2025-06-01,21.44,Closed
CMP01022,C100435,No Gas Supply,Low,2025-01-03,2025-01-03,2.14,Closed
CMP01023,C100357,No Gas Supply,Medium,2025-05-16,2025-05-16,2.95,Closed
CMP01024,C100477,Meter Issue,Medium,2025-12-14,2025-12-17,77.83,Closed
CMP01025,C100177,Low Pressure,Low,2025-12-07,2025-12-07,7.79,Closed
CMP01026,C100036,Meter Issue,Medium,2025-03-10,2025-03-14,108.13,Closed
CMP01027,C100888,Gas Leakage,High,2025-07-19,,,Pending
CMP01028,C100210,No Gas Supply,Medium,2025-08-08,2025-08-08,2.01,Closed
CMP01029,C100919,Billing Issue,Low,2025-05-28,2025-06-01,97.94,Closed
CMP01030,C100234,No Gas Supply,Medium,2025-08-12,,,Pending
CMP01031,C100781,Gas Leakage,High,2025-08-21,2025-08-21,0.93,Closed
CMP01032,C100025,No Gas Supply,Medium,2025-12-25,2025-12-25,2.61,Closed
CMP01033,C100655,Billing Issue,Medium,2025-06-09,2025-06-13,102.86,Closed
CMP01034,C100616,Low Pressure,Low,2025-02-12,2025-02-12,21.25,Closed
CMP01035,C100818,Gas Leakage,High,2025-11-04,,,Pending
CMP01036,C100342,Gas Leakage,High,2025-07-15,2025-07-15,2.89,Closed
CMP01037,C100817,No Gas Supply,Low,2025-08-14,,,Pending
