Reading_ID,Reading_Date,Customer_ID,Previous_Reading,Current_Reading,Consumption_SCM,Correction_Factor,Corrected_Consumption_SCM,Rate_Per_SCM,Total_Sales
R005249,2025-06-01,C100249,2297,2334,37,1.04,38.48,55,2116.4
R005250,2025-06-01,C100250,1463,1558,95,1.06,100.7,55,5538.5
R005251,2025-06-01,C100251,2967,3035,68,1.05,71.4,55,3927.0
R005252,2025-06-01,C100252,5152,5248,96,1.03,98.88,55,5438.4
R005253,2025-06-01,C100253,2438,2536,98,1.02,99.96,55,5497.8
R005254,2025-06-01,C100254,1307,1388,81,1.03,83.43,55,4588.65
R005255,2025-06-01,C100255,2367,2445,78,1.03,80.34,55,4418.7
R005256,2025-06-01,C100256,4538,4612,74,1.01,74.74,55,4110.7
R005257,2025-06-01,C100257,2586,2637,51,1.04,53.04,55,2917.2
R005258,2025-06-01,C100258,1427,1496,69,1.03,71.07,55,3908.85
R005259,2025-06-01,C100259,5145,5235,90,1.06,95.4,55,5247.0
R005260,2025-06-01,C100260,1389,1486,97,1.05,101.85,55,5601.75
R005261,2025-06-01,C100261,4609,4667,58,1.03,59.74,55,3285.7
R005262,2025-06-01,C100262,3653,3696,43,1.02,43.86,55,2412.3
R005263,2025-06-01,C100263,2515,2547,32,1.05,33.6,55,1848.0
R005264,2025-06-01,C100264,2217,2316,99,1.01,99.99,55,5499.45
R005265,2025-06-01,C100265,3034,3087,53,1.06,56.18,55,3089.9
R005266,2025-06-01,C100266,1402,1488,86,1.04,89.44,55,4919.2
R005267,2025-06-01,C100267,3951,4027,76,1.04,79.04,55,4347.2
R005268,2025-06-01,C100268,1556,1626,70,1.05,73.5,55,4042.5
R005269,2025-06-01,C100269,2284,2361,77,1.05,80.85,55,4446.75
R005270,2025-06-01,C100270,2573,2668,95,1.03,97.85,55,5381.75
R005271,2025-06-01,C100271,3917,3967,50,1.04,52.0,55,2860.0
R005272,2025-06-01,C100272,3966,4010,44,1.05,46.2,55,2541.0
R005273,2025-06-01,C100273,4310,4364,54,1.04,56.16,55,3088.8
R005274,2025-06-01,C100274,3864,3956,92,1.01,92.92,55,5110.6
R005275,2025-06-01,C100275,1488,1558,70,1.01,70.7,55,3888.5
R005276,2025-06-01,C100276,4823,4923,100,1.01,101.0,55,5555.0
R005277,2025-06-01,C100277,1658,1719,61,1.02,62.22,55,3422.1
R005278,2025-06-01,C100278,4569,4613,44,1.03,45.32,55,2492.6
R005279,2025-06-01,C100279,3695,3793,98,1.06,103.88,55,5713.4
R005280,2025-06-01,C100280,2752,2822,70,1.05,73.5,55,4042.5
R005281,2025-06-01,C100281,2645,2683,38,1.05,39.9,55,2194.5
R005282,2025-06-01,C100282,4086,4116,30,1.05,31.5,55,1732.5
R005283,2025-06-01,C100283,4966,5019,53,1.01,53.53,55,2944.15
R005284,2025-06-01,C100284,3171,3259,88,1.04,91.52,55,5033.6
R005285,2025-06-01,C100285,1489,1560,71,1.03,73.13,55,4022.15
R005286,2025-06-01,C100286,4341,4426,85,1.02,86.7,55,4768.5
R005287,2025-06-01,C100287,4493,4589,96,1.02,97.92,55,5385.6
R005288,2025-06-01,C100288,2090,2131,41,1.01,41.41,55,2277.55
R005289,2025-06-01,C100289,4983,5016,33,1.06,34.98,55,1923.9
R005290,2025-06-01,C100290,5321,5392,71,1.02,72.42,55,3983.1
R005291,2025-06-01,C100291,1671,1731,60,1.03,61.8,55,3399.0
R005292,2025-06-01,C100292,1408,1495,87,1.03,89.61,55,4928.55
R005293,2025-06-01,C100293,4207,4251,44,1.01,44.44,55,2444.2
R005294,2025-06-01,C100294,3816,3875,59,1.02,60.18,55,3309.9
R005295,2025-06-01,C100295,4804,4898,94,1.03,96.82,55,5325.1
R005296,2025-06-01,C100296,2835,2911,76,1.03,78.28,55,4305.4
R005297,2025-06-01,C100297,4810,4910,100,1.06,106.0,55,5830.0
R005298,2025-06-01,C100298,4599,4636,37,1.04,38.48,55,2116.4
R005299,2025-06-01,C100299,3625,3692,67,1.05,70.35,55,3869.25
R005300,2025-06-01,C100300,1878,1957,79,1.05,82.95,55,4562.25
R005301,2025-06-01,C100301,2063,2124,61,1.05,64.05,55,3522.75
R005302,2025-06-01,C100302,5016,5116,100,1.05,105.0,55,5775.0
R005303,2025-06-01,C100303,4177,4246,69,1.02,70.38,55,3870.9
R005304,2025-06-01,C100304,1287,1348,61,1.05,64.05,55,3522.75
R005305,2025-06-01,C100305,4139,4171,32,1.03,32.96,55,1812.8
R005306,2025-06-01,C100306,4371,4457,86,1.02,87.72,55,4824.6
R005307,2025-06-01,C100307,1326,1379,53,1.04,55.12,55,3031.6
R005308,2025-06-01,C100308,4164,4200,36,1.02,36.72,55,2019.6
R005309,2025-06-01,C100309,2585,2617,32,1.06,33.92,55,1865.6
R005310,2025-06-01,C100310,3410,3470,60,1.04,62.4,55,3432.0
R005311,2025-06-01,C100311,2931,2972,41,1.02,41.82,55,2300.1
R005312,2025-06-01,C100312,2018,2094,76,1.01,76.76,55,4221.8
R005313,2025-06-01,C100313,2858,2897,39,1.01,39.39,55,2166.45
R005314,2025-06-01,C100314,2860,2898,38,1.04,39.52,55,2173.6
R005315,2025-06-01,C100315,4211,4247,36,1.04,37.44,55,2059.2
R005316,2025-06-01,C100316,3198,3275,77,1.01,77.77,55,4277.35
R005317,2025-06-01,C100317,2074,2160,86,1.03,88.58,55,4871.9
R005318,2025-06-01,C100318,2119,2205,86,1.05,90.3,55,4966.5
R005319,2025-06-01,C100319,5033,5087,54,1.04,56.16,55,3088.8
R005320,2025-06-01,C100320,1973,2073,100,1.05,105.0,55,5775.0
R005321,2025-06-01,C100321,3743,3830,87,1.02,88.74,55,4880.7
R005322,2025-06-01,C100322,4825,4881,56,1.01,56.56,55,3110.8
R005323,2025-06-01,C100323,3628,3714,86,1.04,89.44,55,4919.2
R005324,2025-06-01,C100324,3531,3608,77,1.03,79.31,55,4362.05
R005325,2025-06-01,C100325,5111,5177,66,1.04,68.64,55,3775.2
R005326,2025-06-01,C100326,2353,2422,69,1.05,72.45,55,3984.75
R005327,2025-06-01,C100327,1644,1716,72,1.06,76.32,55,4197.6
R005328,2025-06-01,C100328,3952,4003,51,1.01,51.51,55,2833.05
R005329,2025-06-01,C100329,3184,3219,35,1.06,37.1,55,2040.5
R005330,2025-06-01,C100330,3949,4017,68,1.02,69.36,55,3814.8
R005331,2025-06-01,C100331,4398,4460,62,1.03,63.86,55,3512.3
R005332,2025-06-01,C100332,1912,2005,93,1.02,94.86,55,5217.3
R005333,2025-06-01,C100333,3162,3229,67,1.02,68.34,55,3758.7
R005334,2025-06-01,C100334,3724,3773,49,1.03,50.47,55,2775.85
R005335,2025-06-01,C100335,4863,4918,55,1.04,57.2,55,3146.0
R005336,2025-06-01,C100336,3750,3829,79,1.01,79.79,55,4388.45
R005337,2025-06-01,C100337,3433,3475,42,1.04,43.68,55,2402.4
R005338,2025-06-01,C100338,1839,1908,69,1.06,73.14,55,4022.7
R005339,2025-06-01,C100339,4020,4101,81,1.03,83.43,55,4588.65
R005340,2025-06-01,C100340,2559,2591,32,1.05,33.6,55,1848.0
R005341,2025-06-01,C100341,1864,1949,85,1.02,86.7,55,4768.5
R005342,2025-06-01,C100342,4866,4963,97,1.02,98.94,55,5441.7
R005343,2025-06-01,C100343,1746,1791,45,1.02,45.9,55,2524.5
R005344,2025-06-01,C100344,3774,3811,37,1.05,38.85,55,2136.75
R005345,2025-06-01,C100345,3859,3898,39,1.02,39.78,55,2187.9
R005346,2025-06-01,C100346,2287,2383,96,1.04,99.84,55,5491.2
R005347,2025-06-01,C100347,1563,1653,90,1.05,94.5,55,5197.5
R005348,2025-06-01,C100348,2911,2956,45,1.04,46.8,55,2574.0
R005349,2025-06-01,C100349,4637,4670,33,1.02,33.66,55,1851.3
R005350,2025-06-01,C100350,3194,3277,83,1.01,83.83,55,4610.65
R005351,2025-06-01,C100351,3143,3190,47,1.04,48.88,55,2688.4
R005352,2025-06-01,C100352,4282,4338,56,1.04,58.24,55,3203.2
R005353,2025-06-01,C100353,2707,2743,36,1.05,37.8,55,2079.0
R005354,2025-06-01,C100354,4853,4941,88,1.01,88.88,55,4888.4
R005355,2025-06-01,C100355,5247,5308,61,1.03,62.83,55,3455.65
R005356,2025-06-01,C100356,1717,1807,90,1.04,93.6,55,5148.0
R005357,2025-06-01,C100357,1602,1637,35,1.03,36.05,55,1982.75
R005358,2025-06-01,C100358,1578,1636,58,1.02,59.16,55,3253.8
R005359,2025-06-01,C100359,5073,5103,30,1.05,31.5,55,1732.5
R005360,2025-06-01,C100360,3083,3138,55,1.05,57.75,55,3176.25
R005361,2025-06-01,C100361,3093,3147,54,1.05,56.7,55,3118.5
R005362,2025-06-01,C100362,1447,1511,64,1.05,67.2,55,3696.0
R005363,2025-06-01,C100363,3646,3739,93,1.02,94.86,55,5217.3
R005364,2025-06-01,C100364,1983,2074,91,1.01,91.91,55,5055.05
R005365,2025-06-01,C100365,3282,3346,64,1.02,65.28,55,3590.4
R005366,2025-06-01,C100366,1764,1864,100,1.02,102.0,55,5610.0
R005367,2025-06-01,C100367,4133,4214,81,1.04,84.24,55,4633.2
R005368,2025-06-01,C100368,1685,1731,46,1.05,48.3,55,2656.5
R005369,2025-06-01,C100369,2534,2569,35,1.05,36.75,55,2021.25
R005370,2025-06-01,C100370,3933,3968,35,1.03,36.05,55,1982.75
R005371,2025-06-01,C100371,4127,4190,63,1.03,64.89,55,3568.95
R005372,2025-06-01,C100372,1711,1786,75,1.03,77.25,55,4248.75
R005373,2025-06-01,C100373,3592,3673,81,1.02,82.62,55,4544.1
R005374,2025-06-01,C100374,3628,3698,70,1.01,70.7,55,3888.5
R005375,2025-06-01,C100375,4733,4808,75,1.05,78.75,55,4331.25
R005376,2025-06-01,C100376,5259,5307,48,1.04,49.92,55,2745.6
R005377,2025-06-01,C100377,1979,2044,65,1.04,67.6,55,3718.0
R005378,2025-06-01,C100378,1994,2094,100,1.01,101.0,55,5555.0
R005379,2025-06-01,C100379,5341,5412,71,1.04,73.84,55,4061.2
R005380,2025-06-01,C100380,4445,4530,85,1.03,87.55,55,4815.25
R005381,2025-06-01,C100381,3594,3647,53,1.01,53.53,55,2944.15
R005382,2025-06-01,C100382,3648,3745,97,1.05,101.85,55,5601.75
R005383,2025-06-01,C100383,1967,2017,50,1.01,50.5,55,2777.5
R005384,2025-06-01,C100384,1962,2032,70,1.06,74.2,55,4081.0
R005385,2025-06-01,C100385,5122,5222,100,1.02,102.0,55,5610.0
R005386,2025-06-01,C100386,5230,5305,75,1.05,78.75,55,4331.25
R005387,2025-06-01,C100387,2805,2844,39,1.05,40.95,55,2252.25
R005388,2025-06-01,C100388,4301,4399,98,1.04,101.92,55,5605.6
R005389,2025-06-01,C100389,3672,3713,41,1.02,41.82,55,2300.1
R005390,2025-06-01,C100390,2900,2964,64,1.02,65.28,55,3590.4
R005391,2025-06-01,C100391,4281,4336,55,1.04,57.2,55,3146.0
R005392,2025-06-01,C100392,4948,5000,52,1.03,53.56,55,2945.8
R005393,2025-06-01,C100393,4347,4438,91,1.05,95.55,55,5255.25
R005394,2025-06-01,C100394,1786,1871,85,1.06,90.1,55,4955.5
R005395,2025-06-01,C100395,4039,4130,91,1.05,95.55,55,5255.25
R005396,2025-06-01,C100396,4772,4817,45,1.05,47.25,55,2598.75
R005397,2025-06-01,C100397,3339,3405,66,1.03,67.98,55,3738.9
R005398,2025-06-01,C100398,4722,4819,97,1.03,99.91,55,5495.05
R005399,2025-06-01,C100399,2692,2741,49,1.03,50.47,55,2775.85
R005400,2025-06-01,C100400,1763,1797,34,1.03,35.02,55,1926.1
R005401,2025-06-01,C100401,4053,4146,93,1.05,97.65,55,5370.75
R005402,2025-06-01,C100402,5061,5132,71,1.01,71.71,55,3944.05
R005403,2025-06-01,C100403,4999,5093,94,1.02,95.88,55,5273.4
R005404,2025-06-01,C100404,4559,4602,43,1.01,43.43,55,2388.65
R005405,2025-06-01,C100405,3255,3328,73,1.03,75.19,55,4135.45
R005406,2025-06-01,C100406,5038,5097,59,1.02,60.18,55,3309.9
R005407,2025-06-01,C100407,4768,4862,94,1.02,95.88,55,5273.4
R005408,2025-06-01,C100408,2536,2580,44,1.03,45.32,55,2492.6
R005409,2025-06-01,C100409,2274,2371,97,1.06,102.82,55,5655.1
R005410,2025-06-01,C100410,4322,4385,63,1.02,64.26,55,3534.3
R005411,2025-06-01,C100411,4449,4516,67,1.04,69.68,55,3832.4
R005412,2025-06-01,C100412,4508,4578,70,1.03,72.1,55,3965.5
R005413,2025-06-01,C100413,5159,5211,52,1.03,53.56,55,2945.8
R005414,2025-06-01,C100414,2773,2819,46,1.01,46.46,55,2555.3
R005415,2025-06-01,C100415,2250,2307,57,1.03,58.71,55,3229.05
R005416,2025-06-01,C100416,1387,1468,81,1.02,82.62,55,4544.1
R005417,2025-06-01,C100417,4993,5061,68,1.04,70.72,55,3889.6
R005418,2025-06-01,C100418,1318,1408,90,1.04,93.6,55,5148.0
R005419,2025-06-01,C100419,2224,2285,61,1.05,64.05,55,3522.75
R005420,2025-06-01,C100420,3353,3407,54,1.04,56.16,55,3088.8
R005421,2025-06-01,C100421,1725,1786,61,1.04,63.44,55,3489.2
R005422,2025-06-01,C100422,3576,3660,84,1.04,87.36,55,4804.8
R005423,2025-06-01,C100423,1773,1852,79,1.04,82.16,55,4518.8
R005424,2025-06-01,C100424,1815,1880,65,1.03,66.95,55,3682.25
R005425,2025-06-01,C100425,3319,3384,65,1.03,66.95,55,3682.25
R005426,2025-06-01,C100426,4007,4050,43,1.01,43.43,55,2388.65
R005427,2025-06-01,C100427,4913,5011,98,1.03,100.94,55,5551.7
R005428,2025-06-01,C100428,1450,1483,33,1.01,33.33,55,1833.15
R005429,2025-06-01,C100429,4395,4450,55,1.03,56.65,55,3115.75
R005430,2025-06-01,C100430,3324,3372,48,1.05,50.4,55,2772.0
R005431,2025-06-01,C100431,2801,2859,58,1.05,60.9,55,3349.5
R005432,2025-06-01,C100432,3439,3486,47,1.05,49.35,55,2714.25
R005433,2025-06-01,C100433,3293,3390,97,1.02,98.94,55,5441.7
R005434,2025-06-01,C100434,2100,2151,51,1.01,51.51,55,2833.05
R005435,2025-06-01,C100435,3361,3434,73,1.04,75.92,55,4175.6
R005436,2025-06-01,C100436,1417,1449,32,1.06,33.92,55,1865.6
R005437,2025-06-01,C100437,5277,5375,98,1.02,99.96,55,5497.8
R005438,2025-06-01,C100438,5023,5085,62,1.01,62.62,55,3444.1
R005439,2025-06-01,C100439,4056,4128,72,1.04,74.88,55,4118.4
R005440,2025-06-01,C100440,4778,4859,81,1.03,83.43,55,4588.65
R005441,2025-06-01,C100441,3414,3492,78,1.06,82.68,55,4547.4
R005442,2025-06-01,C100442,3727,3816,89,1.02,90.78,55,4992.9
R005443,2025-06-01,C100443,2377,2475,98,1.04,101.92,55,5605.6
R005444,2025-06-01,C100444,1442,1480,38,1.02,38.76,55,2131.8
R005445,2025-06-01,C100445,3879,3913,34,1.06,36.04,55,1982.2
R005446,2025-06-01,C100446,3450,3531,81,1.04,84.24,55,4633.2
R005447,2025-06-01,C100447,3457,3525,68,1.03,70.04,55,3852.2
R005448,2025-06-01,C100448,5247,5334,87,1.02,88.74,55,4880.7
R005449,2025-06-01,C100449,4622,4658,36,1.01,36.36,55,1999.8
R005450,2025-06-01,C100450,4480,4574,94,1.01,94.94,55,5221.7
R005451,2025-06-01,C100451,1667,1754,87,1.03,89.61,55,4928.55
R005452,2025-06-01,C100452,4189,4274,85,1.06,90.1,55,4955.5
R005453,2025-06-01,C100453,2137,2173,36,1.02,36.72,55,2019.6
R005454,2025-06-01,C100454,1558,1599,41,1.03,42.23,55,2322.65
R005455,2025-06-01,C100455,5111,5148,37,1.02,37.74,55,2075.7
R005456,2025-06-01,C100456,3678,3774,96,1.04,99.84,55,5491.2
R005457,2025-06-01,C100457,4208,4304,96,1.02,97.92,55,5385.6
R005458,2025-06-01,C100458,2277,2376,99,1.03,101.97,55,5608.35
R005459,2025-06-01,C100459,3221,3299,78,1.04,81.12,55,4461.6
R005460,2025-06-01,C100460,4185,4215,30,1.04,31.2,55,1716.0
R005461,2025-06-01,C100461,1419,1471,52,1.05,54.6,55,3003.0
R005462,2025-06-01,C100462,1803,1883,80,1.03,82.4,55,4532.0
R005463,2025-06-01,C100463,2168,2236,68,1.02,69.36,55,3814.8
R005464,2025-06-01,C100464,2830,2874,44,1.02,44.88,55,2468.4
R005465,2025-06-01,C100465,4951,5037,86,1.05,90.3,55,4966.5
R005466,2025-06-01,C100466,2586,2630,44,1.02,44.88,55,2468.4
R005467,2025-06-01,C100467,1874,1943,69,1.02,70.38,55,3870.9
R005468,2025-06-01,C100468,3967,4032,65,1.02,66.3,55,3646.5
R005469,2025-06-01,C100469,2541,2573,32,1.04,33.28,55,1830.4
R005470,2025-06-01,C100470,1680,1750,70,1.06,74.2,55,4081.0
R005471,2025-06-01,C100471,2561,2625,64,1.04,66.56,55,3660.8
R005472,2025-06-01,C100472,2578,2631,53,1.06,56.18,55,3089.9
R005473,2025-06-01,C100473,4931,5004,73,1.04,75.92,55,4175.6
R005474,2025-06-01,C100474,4889,4929,40,1.03,41.2,55,2266.0
R005475,2025-06-01,C100475,4248,4326,78,1.05,81.9,55,4504.5
R005476,2025-06-01,C100476,3069,3166,97,1.04,100.88,55,5548.4
R005477,2025-06-01,C100477,5089,5178,89,1.04,92.56,55,5090.8
R005478,2025-06-01,C100478,3802,3854,52,1.05,54.6,55,3003.0
R005479,2025-06-01,C100479,2211,2306,95,1.04,98.8,55,5434.0
R005480,2025-06-01,C100480,2698,2780,82,1.04,85.28,55,4690.4
R005481,2025-06-01,C100481,1670,1709,39,1.02,39.78,55,2187.9
R005482,2025-06-01,C100482,1947,2012,65,1.05,68.25,55,3753.75
R005483,2025-06-01,C100483,2680,2754,74,1.05,77.7,55,4273.5
R005484,2025-06-01,C100484,3776,3863,87,1.03,89.61,55,4928.55
R005485,2025-06-01,C100485,4468,4517,49,1.04,50.96,55,2802.8
R005486,2025-06-01,C100486,3976,4038,62,1.03,63.86,55,3512.3
R005487,2025-06-01,C100487,3855,3915,60,1.02,61.2,55,3366.0
R005488,2025-06-01,C100488,1908,1987,79,1.02,80.58,55,4431.9
R005489,2025-06-01,C100489,5158,5236,78,1.04,81.12,55,4461.6
R005490,2025-06-01,C100490,2089,2157,68,1.06,72.08,55,3964.4
R005491,2025-06-01,C100491,4203,4241,38,1.05,39.9,55,2194.5
R005492,2025-06-01,C100492,3009,3047,38,1.01,38.38,55,2110.9
R005493,2025-06-01,C100493,1643,1703,60,1.06,63.6,55,3498.0
R005494,2025-06-01,C100494,1751,1833,82,1.03,84.46,55,4645.3
R005495,2025-06-01,C100495,2653,2684,31,1.04,32.24,55,1773.2
R005496,2025-06-01,C100496,3667,3704,37,1.03,38.11,55,2096.05
R005497,2025-06-01,C100497,2194,2292,98,1.04,101.92,55,5605.6
R005498,2025-06-01,C100498,2632,2676,44,1.04,45.76,55,2516.8
R005499,2025-06-01,C100499,2504,2549,45,1.05,47.25,55,2598.75
R005500,2025-06-01,C100500,1910,1962,52,1.04,54.08,55,2974.4
R005501,2025-06-01,C100501,4096,4188,92,1.01,92.92,55,5110.6
R005502,2025-06-01,C100502,1689,1725,36,1.06,38.16,55,2098.8
R005503,2025-06-01,C100503,3020,3056,36,1.01,36.36,55,1999.8
R005504,2025-06-01,C100504,5113,5204,91,1.05,95.55,55,5255.25
R005505,2025-06-01,C100505,4412,4453,41,1.06,43.46,55,2390.3
R005506,2025-06-01,C100506,5038,5130,92,1.02,93.84,55,5161.2
R005507,2025-06-01,C100507,1382,1415,33,1.03,33.99,55,1869.45
R005508,2025-06-01,C100508,2226,2315,89,1.06,94.34,55,5188.7
R005509,2025-06-01,C100509,5096,5174,78,1.04,81.12,55,4461.6
R005510,2025-06-01,C100510,3483,3536,53,1.06,56.18,55,3089.9
R005511,2025-06-01,C100511,2070,2158,88,1.02,89.76,55,4936.8
R005512,2025-06-01,C100512,3152,3227,75,1.01,75.75,55,4166.25
R005513,2025-06-01,C100513,4327,4407,80,1.06,84.8,55,4664.0
R005514,2025-06-01,C100514,3799,3840,41,1.05,43.05,55,2367.75
R005515,2025-06-01,C100515,4827,4903,76,1.03,78.28,55,4305.4
R005516,2025-06-01,C100516,4027,4115,88,1.03,90.64,55,4985.2
R005517,2025-06-01,C100517,1546,1627,81,1.01,81.81,55,4499.55
R005518,2025-06-01,C100518,4709,4770,61,1.05,64.05,55,3522.75
R005519,2025-06-01,C100519,3552,3591,39,1.02,39.78,55,2187.9
R005520,2025-06-01,C100520,3098,3165,67,1.06,71.02,55,3906.1
R005521,2025-06-01,C100521,5295,5367,72,1.01,72.72,55,3999.6
R005522,2025-06-01,C100522,2715,2764,49,1.03,50.47,55,2775.85
R005523,2025-06-01,C100523,1337,1433,96,1.02,97.92,55,5385.6
R005524,2025-06-01,C100524,1703,1786,83,1.02,84.66,55,4656.3
R005525,2025-06-01,C100525,3316,3408,92,1.06,97.52,55,5363.6
R005526,2025-06-01,C100526,1628,1679,51,1.03,52.53,55,2889.15
R005527,2025-06-01,C100527,2996,3046,50,1.05,52.5,55,2887.5
R005528,2025-06-01,C100528,2788,2858,70,1.01,70.7,55,3888.5
R005529,2025-06-01,C100529,2019,2058,39,1.02,39.78,55,2187.9
R005530,2025-06-01,C100530,2155,2224,69,1.03,71.07,55,3908.85
R005531,2025-06-01,C100531,3066,3128,62,1.02,63.24,55,3478.2
R005532,2025-06-01,C100532,2034,2071,37,1.03,38.11,55,2096.05
R005533,2025-06-01,C100533,2167,2200,33,1.06,34.98,55,1923.9
R005534,2025-06-01,C100534,2362,2405,43,1.02,43.86,55,2412.3
R005535,2025-06-01,C100535,2480,2555,75,1.03,77.25,55,4248.75
R005536,2025-06-01,C100536,2289,2330,41,1.01,41.41,55,2277.55
R005537,2025-06-01,C100537,5268,5343,75,1.04,78.0,55,4290.0
R005538,2025-06-01,C100538,2537,2633,96,1.03,98.88,55,5438.4
R005539,2025-06-01,C100539,2922,2994,72,1.06,76.32,55,4197.6
R005540,2025-06-01,C100540,5012,5075,63,1.02,64.26,55,3534.3
R005541,2025-06-01,C100541,5090,5175,85,1.04,88.4,55,4862.0
R005542,2025-06-01,C100542,5192,5289,97,1.05,101.85,55,5601.75
R005543,2025-06-01,C100543,2901,3000,99,1.04,102.96,55,5662.8
R005544,2025-06-01,C100544,2347,2426,79,1.05,82.95,55,4562.25
R005545,2025-06-01,C100545,2714,2768,54,1.04,56.16,55,3088.8
R005546,2025-06-01,C100546,1393,1486,93,1.01,93.93,55,5166.15
R005547,2025-06-01,C100547,4321,4420,99,1.03,101.97,55,5608.35
R005548,2025-06-01,C100548,2417,2462,45,1.01,45.45,55,2499.75
R005549,2025-06-01,C100549,2306,2363,57,1.02,58.14,55,3197.7
R005550,2025-06-01,C100550,4859,4943,84,1.04,87.36,55,4804.8
R005551,2025-06-01,C100551,3476,3559,83,1.02,84.66,55,4656.3
R005552,2025-06-01,C100552,2102,2198,96,1.03,98.88,55,5438.4
R005553,2025-06-01,C100553,1523,1612,89,1.04,92.56,55,5090.8
R005554,2025-06-01,C100554,4045,4089,44,1.02,44.88,55,2468.4
R005555,2025-06-01,C100555,3058,3108,50,1.04,52.0,55,2860.0
R005556,2025-06-01,C100556,1706,1766,60,1.03,61.8,55,3399.0
R005557,2025-06-01,C100557,4242,4340,98,1.03,100.94,55,5551.7
R005558,2025-06-01,C100558,2786,2850,64,1.05,67.2,55,3696.0
R005559,2025-06-01,C100559,1792,1877,85,1.03,87.55,55,4815.25
R005560,2025-06-01,C100560,2079,2129,50,1.02,51.0,55,2805.0
R005561,2025-06-01,C100561,4585,4673,88,1.02,89.76,55,4936.8
R005562,2025-06-01,C100562,3861,3949,88,1.01,88.88,55,4888.4
R005563,2025-06-01,C100563,3258,3299,41,1.03,42.23,55,2322.65
R005564,2025-06-01,C100564,2883,2937,54,1.06,57.24,55,3148.2
R005565,2025-06-01,C100565,2215,2248,33,1.04,34.32,55,1887.6
R005566,2025-06-01,C100566,4543,4586,43,1.04,44.72,55,2459.6
R005567,2025-06-01,C100567,4081,4179,98,1.06,103.88,55,5713.4
R005568,2025-06-01,C100568,3467,3565,98,1.01,98.98,55,5443.9
R005569,2025-06-01,C100569,2285,2376,91,1.03,93.73,55,5155.15
R005570,2025-06-01,C100570,2998,3076,78,1.05,81.9,55,4504.5
R005571,2025-06-01,C100571,5207,5279,72,1.03,74.16,55,4078.8
R005572,2025-06-01,C100572,1362,1407,45,1.05,47.25,55,2598.75
R005573,2025-06-01,C100573,3152,3200,48,1.03,49.44,55,2719.2
R005574,2025-06-01,C100574,4748,4836,88,1.04,91.52,55,5033.6
R005575,2025-06-01,C100575,2767,2813,46,1.05,48.3,55,2656.5
R005576,2025-06-01,C100576,1392,1432,40,1.05,42.0,55,2310.0
R005577,2025-06-01,C100577,2431,2523,92,1.04,95.68,55,5262.4
R005578,2025-06-01,C100578,3456,3555,99,1.05,103.95,55,5717.25
R005579,2025-06-01,C100579,3721,3758,37,1.02,37.74,55,2075.7
R005580,2025-06-01,C100580,1535,1609,74,1.03,76.22,55,4192.1
R005581,2025-06-01,C100581,4665,4728,63,1.02,64.26,55,3534.3
R005582,2025-06-01,C100582,1597,1639,42,1.05,44.1,55,2425.5
R005583,2025-06-01,C100583,2726,2802,76,1.02,77.52,55,4263.6
R005584,2025-06-01,C100584,1486,1586,100,1.03,103.0,55,5665.0
R005585,2025-06-01,C100585,5228,5320,92,1.02,93.84,55,5161.2
R005586,2025-06-01,C100586,3962,4008,46,1.06,48.76,55,2681.8
R005587,2025-06-01,C100587,2376,2406,30,1.03,30.9,55,1699.5
R005588,2025-06-01,C100588,4491,4575,84,1.02,85.68,55,4712.4
R005589,2025-06-01,C100589,3698,3766,68,1.06,72.08,55,3964.4
R005590,2025-06-01,C100590,3245,3278,33,1.02,33.66,55,1851.3
R005591,2025-06-01,C100591,3781,3849,68,1.01,68.68,55,3777.4
R005592,2025-06-01,C100592,3816,3860,44,1.05,46.2,55,2541.0
R005593,2025-06-01,C100593,4274,4353,79,1.05,82.95,55,4562.25
R005594,2025-06-01,C100594,4790,4821,31,1.05,32.55,55,1790.25
R005595,2025-06-01,C100595,2471,2512,41,1.05,43.05,55,2367.75
R005596,2025-06-01,C100596,3543,3574,31,1.05,32.55,55,1790.25
R005597,2025-06-01,C100597,2995,3040,45,1.03,46.35,55,2549.25
R005598,2025-06-01,C100598,2772,2819,47,1.05,49.35,55,2714.25
R005599,2025-06-01,C100599,2682,2733,51,1.03,52.53,55,2889.15
R005600,2025-06-01,C100600,2029,2110,81,1.06,85.86,55,4722.3
R005601,2025-06-01,C100601,5083,5119,36,1.05,37.8,55,2079.0
R005602,2025-06-01,C100602,1867,1961,94,1.01,94.94,55,5221.7
R005603,2025-06-01,C100603,4327,4382,55,1.01,55.55,55,3055.25
R005604,2025-06-01,C100604,2110,2210,100,1.06,106.0,55,5830.0
R005605,2025-06-01,C100605,2769,2864,95,1.04,98.8,55,5434.0
R005606,2025-06-01,C100606,3367,3429,62,1.02,63.24,55,3478.2
R005607,2025-06-01,C100607,4457,4515,58,1.04,60.32,55,3317.6
R005608,2025-06-01,C100608,3010,3051,41,1.04,42.64,55,2345.2
R005609,2025-06-01,C100609,3790,3859,69,1.04,71.76,55,3946.8
R005610,2025-06-01,C100610,3026,3085,59,1.05,61.95,55,3407.25
R005611,2025-06-01,C100611,2390,2421,31,1.03,31.93,55,1756.15
R005612,2025-06-01,C100612,4495,4573,78,1.05,81.9,55,4504.5
R005613,2025-06-01,C100613,3374,3418,44,1.03,45.32,55,2492.6
R005614,2025-06-01,C100614,4357,4428,71,1.03,73.13,55,4022.15
